,potential,finishing,short_passing,volleys,dribbling,long_passing,ball_control,reactions,shot_power,long_shots,interceptions,positioning,vision,standing_tackle,sliding_tackle,overall_rating
9882,90.0,90.0,86.0,89.0,84.0,68.0,89.0,79.0,93.0,86.0,71.0,81.0,80.0,32.0,21.0,85.0
9883,75.0,63.0,46.0,60.0,64.0,35.0,61.0,58.0,63.0,53.0,29.0,56.0,45.0,19.0,17.0,62.0
9884,68.0,66.0,60.0,58.0,60.0,58.0,63.0,57.0,63.0,59.0,23.0,59.0,56.0,15.0,16.0,62.0
9885,64.0,39.0,54.0,30.0,32.0,51.0,46.0,62.0,53.0,36.0,65.0,30.0,52.0,62.0,59.0,63.0
9886,71.0,47.0,65.0,45.0,65.0,60.0,65.0,66.0,59.0,51.0,48.0,59.0,57.0,70.0,64.0,64.0
9887,79.0,41.0,66.0,34.0,62.0,52.0,64.0,55.0,50.0,35.0,66.0,35.0,45.0,72.0,67.0,68.0
9888,82.0,11.0,31.0,11.0,12.0,27.0,19.0,81.0,44.0,11.0,15.0,10.0,8.0,17.0,18.0,82.0
9889,85.0,71.0,77.0,70.0,85.0,66.0,83.0,72.0,72.0,66.0,19.0,76.0,78.0,40.0,32.0,78.0
9890,74.0,73.0,64.0,75.0,63.0,56.0,67.0,67.0,73.0,71.0,33.0,67.0,54.0,44.0,39.0,69.0
9891,77.0,78.0,69.0,67.0,75.0,64.0,73.0,75.0,69.0,71.0,53.0,81.0,66.0,38.0,36.0,74.0
9892,66.0,56.0,63.0,71.0,69.0,67.0,73.0,69.0,67.0,66.0,43.0,64.0,63.0,56.0,53.0,66.0
9893,72.0,59.0,65.0,57.0,69.0,63.0,67.0,73.0,74.0,57.0,62.0,69.0,60.0,64.0,71.0,70.0
9894,73.0,25.0,25.0,25.0,25.0,25.0,25.0,63.0,25.0,25.0,20.0,25.0,25.0,25.0,25.0,69.0
9895,78.0,47.0,70.0,54.0,69.0,67.0,73.0,71.0,81.0,72.0,67.0,72.0,70.0,72.0,74.0,72.0
9896,65.0,25.0,20.0,25.0,25.0,25.0,25.0,55.0,34.0,25.0,25.0,25.0,25.0,25.0,25.0,63.0
9897,76.0,31.0,61.0,35.0,41.0,64.0,55.0,64.0,65.0,37.0,72.0,41.0,41.0,74.0,80.0,73.0
9898,70.0,54.0,53.0,44.0,49.0,55.0,64.0,81.0,78.0,72.0,70.0,62.0,56.0,76.0,64.0,70.0
9899,82.0,76.0,65.0,87.0,62.0,53.0,66.0,65.0,74.0,63.0,69.0,68.0,79.0,32.0,39.0,72.0
9900,71.0,63.0,52.0,56.0,66.0,40.0,62.0,51.0,71.0,57.0,30.0,66.0,53.0,22.0,25.0,63.0
9901,70.0,25.0,35.0,25.0,25.0,22.0,31.0,72.0,35.0,25.0,25.0,25.0,25.0,25.0,25.0,70.0
9902,72.0,72.0,58.0,59.0,67.0,45.0,69.0,69.0,69.0,58.0,34.0,70.0,49.0,42.0,38.0,66.0
9903,82.0,57.0,74.0,64.0,74.0,69.0,77.0,74.0,75.0,63.0,74.0,72.0,70.0,78.0,74.0,76.0
9904,69.0,41.0,64.0,30.0,53.0,56.0,59.0,55.0,49.0,38.0,79.0,31.0,58.0,57.0,64.0,61.0
9905,75.0,42.0,72.0,33.0,64.0,65.0,72.0,75.0,56.0,59.0,73.0,55.0,66.0,78.0,77.0,75.0
9906,72.0,55.0,65.0,44.0,58.0,66.0,65.0,71.0,81.0,71.0,77.0,55.0,52.0,76.0,74.0,72.0
9907,80.0,76.0,64.0,75.0,71.0,46.0,75.0,79.0,77.0,66.0,34.0,81.0,55.0,39.0,36.0,76.0
9908,73.0,30.0,65.0,34.0,62.0,60.0,64.0,56.0,55.0,34.0,55.0,42.0,61.0,61.0,60.0,59.0
9909,70.0,70.0,62.0,66.0,68.0,48.0,63.0,67.0,73.0,69.0,27.0,68.0,61.0,32.0,23.0,69.0
9910,68.0,41.0,59.0,30.0,60.0,55.0,58.0,65.0,67.0,61.0,64.0,35.0,41.0,67.0,68.0,67.0
9911,74.0,46.0,62.0,42.0,61.0,61.0,67.0,62.0,56.0,60.0,63.0,57.0,65.0,68.0,67.0,67.0
9912,70.0,15.0,16.0,15.0,13.0,25.0,12.0,66.0,21.0,13.0,22.0,14.0,18.0,11.0,13.0,66.0
9913,77.0,58.0,71.0,64.0,75.0,69.0,79.0,73.0,79.0,73.0,71.0,75.0,70.0,72.0,72.0,76.0
9914,76.0,30.0,71.0,45.0,60.0,74.0,69.0,61.0,69.0,65.0,69.0,77.0,65.0,77.0,77.0,74.0
9915,68.0,67.0,56.0,69.0,67.0,37.0,60.0,66.0,68.0,56.0,34.0,71.0,55.0,27.0,23.0,66.0
9916,75.0,74.0,57.0,62.0,66.0,41.0,68.0,69.0,74.0,53.0,25.0,72.0,62.0,19.0,14.0,71.0
9917,75.0,68.0,58.0,71.0,71.0,52.0,65.0,56.0,71.0,67.0,57.0,62.0,67.0,23.0,17.0,68.0
9918,61.0,12.0,22.0,15.0,18.0,19.0,24.0,44.0,20.0,18.0,21.0,14.0,13.0,12.0,18.0,49.0
9919,79.0,69.0,39.0,52.0,55.0,38.0,64.0,58.0,53.0,49.0,43.0,73.0,39.0,20.0,19.0,63.0
9920,74.0,60.0,65.0,70.0,58.0,68.0,78.0,66.0,70.0,69.0,79.0,67.0,70.0,79.0,78.0,73.0
9921,65.0,56.0,72.0,70.0,67.0,66.0,73.0,64.0,74.0,73.0,52.0,60.0,67.0,44.0,44.0,65.0
9922,82.0,72.0,87.0,81.0,81.0,85.0,85.0,84.0,81.0,78.0,81.0,73.0,84.0,72.0,61.0,82.0
9923,67.0,40.0,66.0,54.0,62.0,57.0,67.0,60.0,55.0,55.0,55.0,44.0,44.0,67.0,61.0,63.0
9924,64.0,37.0,62.0,47.0,55.0,62.0,60.0,64.0,60.0,50.0,65.0,35.0,34.0,62.0,62.0,64.0
9925,67.0,24.0,59.0,42.0,40.0,45.0,49.0,54.0,58.0,34.0,64.0,34.0,35.0,68.0,64.0,66.0
9926,73.0,40.0,64.0,51.0,57.0,48.0,63.0,54.0,62.0,59.0,41.0,41.0,73.0,31.0,65.0,60.0
9927,64.0,41.0,73.0,46.0,54.0,67.0,66.0,60.0,61.0,48.0,56.0,44.0,49.0,67.0,68.0,60.0
9928,71.0,59.0,74.0,58.0,90.0,55.0,65.0,68.0,40.0,47.0,52.0,58.0,72.0,59.0,60.0,70.0
9929,77.0,58.0,75.0,70.0,78.0,67.0,81.0,72.0,70.0,77.0,19.0,65.0,74.0,32.0,20.0,74.0
9930,79.0,25.0,27.0,25.0,25.0,20.0,26.0,63.0,44.0,25.0,24.0,25.0,25.0,25.0,25.0,71.0
9931,70.0,52.0,67.0,52.0,55.0,60.0,60.0,63.0,66.0,56.0,55.0,57.0,65.0,67.0,58.0,62.0
9932,64.0,54.0,62.0,47.0,62.0,55.0,63.0,54.0,59.0,52.0,58.0,59.0,53.0,60.0,47.0,60.0
9933,74.0,20.0,62.0,22.0,28.0,52.0,52.0,60.0,25.0,32.0,64.0,32.0,35.0,68.0,63.0,65.0
9934,68.0,68.0,67.0,69.0,70.0,56.0,71.0,65.0,72.0,65.0,26.0,69.0,65.0,24.0,21.0,68.0
9935,76.0,52.0,68.0,47.0,71.0,53.0,73.0,62.0,63.0,55.0,20.0,53.0,60.0,28.0,26.0,67.0
9936,69.0,49.0,72.0,56.0,60.0,71.0,72.0,67.0,77.0,72.0,62.0,66.0,71.0,64.0,65.0,69.0
9937,75.0,46.0,59.0,40.0,41.0,53.0,57.0,68.0,78.0,64.0,68.0,20.0,42.0,76.0,68.0,71.0
9938,70.0,51.0,73.0,59.0,70.0,72.0,69.0,68.0,67.0,66.0,71.0,66.0,66.0,69.0,67.0,70.0
9939,80.0,55.0,63.0,54.0,58.0,73.0,64.0,69.0,57.0,68.0,65.0,35.0,66.0,81.0,73.0,76.0
9940,77.0,71.0,61.0,64.0,69.0,44.0,68.0,70.0,69.0,63.0,24.0,66.0,48.0,20.0,21.0,69.0
9941,75.0,62.0,76.0,39.0,66.0,71.0,74.0,74.0,68.0,73.0,69.0,52.0,63.0,67.0,69.0,71.0
9942,77.0,46.0,66.0,56.0,62.0,62.0,67.0,70.0,57.0,51.0,76.0,56.0,56.0,76.0,72.0,72.0
9943,79.0,28.0,74.0,31.0,73.0,70.0,74.0,74.0,69.0,61.0,70.0,46.0,58.0,75.0,76.0,74.0
9944,67.0,52.0,64.0,36.0,45.0,63.0,61.0,60.0,68.0,63.0,72.0,57.0,62.0,65.0,63.0,65.0
9945,67.0,41.0,68.0,57.0,60.0,70.0,64.0,67.0,59.0,63.0,69.0,62.0,62.0,65.0,67.0,67.0
9946,80.0,32.0,60.0,29.0,48.0,58.0,60.0,72.0,58.0,31.0,75.0,29.0,59.0,78.0,75.0,74.0
9947,64.0,49.0,55.0,51.0,65.0,42.0,60.0,49.0,57.0,53.0,30.0,48.0,33.0,16.0,29.0,56.0
9948,82.0,70.0,77.0,82.0,81.0,67.0,79.0,69.0,77.0,75.0,71.0,73.0,78.0,26.0,47.0,78.0
9949,72.0,32.0,60.0,39.0,51.0,56.0,63.0,65.0,71.0,58.0,59.0,38.0,49.0,72.0,65.0,68.0
9950,72.0,55.0,72.0,56.0,70.0,70.0,74.0,65.0,69.0,66.0,44.0,70.0,74.0,43.0,49.0,70.0
9951,75.0,44.0,72.0,62.0,67.0,73.0,72.0,71.0,70.0,65.0,76.0,62.0,68.0,75.0,72.0,73.0
9952,59.0,25.0,25.0,25.0,25.0,36.0,25.0,65.0,35.0,25.0,25.0,25.0,25.0,25.0,25.0,59.0
9953,68.0,50.0,43.0,48.0,64.0,33.0,54.0,53.0,45.0,48.0,18.0,53.0,53.0,18.0,16.0,55.0
9954,82.0,69.0,74.0,66.0,80.0,57.0,76.0,66.0,58.0,49.0,52.0,54.0,68.0,54.0,67.0,66.0
9955,65.0,25.0,25.0,25.0,25.0,25.0,25.0,67.0,31.0,25.0,21.0,25.0,31.0,25.0,25.0,62.0
9956,71.0,47.0,61.0,46.0,43.0,59.0,57.0,62.0,68.0,58.0,70.0,36.0,34.0,72.0,70.0,70.0
9957,57.0,35.0,52.0,47.0,60.0,52.0,57.0,64.0,47.0,47.0,56.0,54.0,50.0,46.0,55.0,57.0
9958,71.0,38.0,62.0,39.0,39.0,63.0,48.0,57.0,74.0,61.0,73.0,30.0,49.0,80.0,69.0,71.0
9959,79.0,29.0,76.0,37.0,65.0,63.0,70.0,75.0,55.0,33.0,78.0,50.0,65.0,72.0,72.0,72.0
9960,73.0,32.0,67.0,43.0,61.0,58.0,64.0,58.0,71.0,65.0,60.0,48.0,41.0,63.0,51.0,61.0
9961,79.0,67.0,62.0,31.0,46.0,38.0,67.0,76.0,54.0,54.0,66.0,70.0,65.0,75.0,65.0,74.0
9962,74.0,35.0,68.0,40.0,59.0,64.0,62.0,57.0,50.0,40.0,48.0,40.0,58.0,53.0,54.0,58.0
9963,69.0,40.0,35.0,9.0,35.0,60.0,22.0,68.0,35.0,15.0,60.0,11.0,47.0,35.0,10.0,66.0
9964,72.0,35.0,59.0,37.0,59.0,55.0,61.0,65.0,35.0,50.0,67.0,37.0,41.0,69.0,70.0,67.0
9965,76.0,62.0,57.0,48.0,76.0,52.0,64.0,64.0,59.0,60.0,21.0,51.0,60.0,29.0,22.0,67.0
9966,74.0,63.0,63.0,63.0,75.0,66.0,68.0,74.0,71.0,57.0,61.0,67.0,70.0,21.0,19.0,66.0
9967,75.0,56.0,66.0,48.0,71.0,59.0,69.0,63.0,63.0,59.0,38.0,68.0,65.0,25.0,25.0,66.0
9968,58.0,20.0,59.0,36.0,48.0,47.0,49.0,55.0,31.0,20.0,34.0,37.0,59.0,58.0,47.0,48.0
9969,80.0,82.0,70.0,71.0,75.0,59.0,83.0,80.0,74.0,72.0,20.0,81.0,68.0,22.0,27.0,76.0
9970,62.0,25.0,50.0,24.0,32.0,55.0,63.0,57.0,44.0,43.0,63.0,42.0,66.0,52.0,69.0,55.0
9971,70.0,24.0,60.0,39.0,60.0,60.0,60.0,74.0,54.0,59.0,67.0,63.0,52.0,69.0,69.0,63.0
9972,64.0,47.0,64.0,41.0,58.0,62.0,63.0,68.0,58.0,52.0,62.0,50.0,66.0,63.0,62.0,61.0
9973,64.0,64.0,51.0,50.0,59.0,39.0,60.0,57.0,74.0,60.0,39.0,70.0,49.0,29.0,35.0,64.0
9974,67.0,12.0,31.0,15.0,16.0,24.0,32.0,72.0,42.0,11.0,18.0,11.0,35.0,8.0,9.0,65.0
9975,74.0,61.0,72.0,50.0,69.0,67.0,70.0,58.0,66.0,53.0,48.0,67.0,70.0,51.0,54.0,65.0
9976,71.0,53.0,64.0,53.0,64.0,59.0,66.0,63.0,39.0,56.0,21.0,52.0,56.0,27.0,25.0,59.0
9977,76.0,23.0,61.0,29.0,44.0,52.0,62.0,54.0,33.0,42.0,56.0,22.0,43.0,69.0,66.0,65.0
9978,67.0,43.0,53.0,32.0,39.0,61.0,49.0,52.0,43.0,52.0,57.0,29.0,39.0,61.0,58.0,61.0
9979,65.0,31.0,62.0,50.0,48.0,51.0,53.0,60.0,57.0,31.0,41.0,26.0,53.0,75.0,67.0,62.0
9980,66.0,60.0,57.0,58.0,61.0,56.0,60.0,56.0,58.0,51.0,34.0,58.0,54.0,21.0,34.0,59.0
9981,78.0,64.0,78.0,63.0,75.0,76.0,77.0,77.0,84.0,80.0,50.0,67.0,78.0,59.0,41.0,74.0
9982,68.0,12.0,14.0,14.0,10.0,17.0,12.0,56.0,25.0,12.0,15.0,12.0,39.0,12.0,14.0,50.0
9983,71.0,25.0,25.0,25.0,25.0,37.0,21.0,63.0,20.0,25.0,25.0,25.0,25.0,25.0,25.0,67.0
9984,71.0,76.0,57.0,66.0,68.0,43.0,72.0,69.0,67.0,65.0,25.0,74.0,50.0,25.0,25.0,71.0
9985,74.0,56.0,68.0,57.0,77.0,61.0,73.0,73.0,69.0,63.0,76.0,64.0,62.0,78.0,72.0,74.0
9986,75.0,74.0,60.0,66.0,64.0,43.0,70.0,70.0,76.0,64.0,45.0,72.0,52.0,53.0,33.0,72.0
9987,69.0,56.0,57.0,49.0,71.0,53.0,66.0,61.0,62.0,54.0,36.0,62.0,56.0,38.0,24.0,63.0
9988,78.0,31.0,65.0,30.0,53.0,60.0,58.0,64.0,60.0,40.0,67.0,39.0,51.0,73.0,63.0,65.0
9989,77.0,45.0,75.0,54.0,67.0,70.0,72.0,68.0,71.0,64.0,72.0,57.0,64.0,74.0,70.0,72.0
9990,75.0,56.0,76.0,60.0,72.0,74.0,73.0,77.0,73.0,70.0,75.0,38.0,73.0,62.0,58.0,71.0
9991,84.0,83.0,74.0,76.0,75.0,71.0,77.0,82.0,68.0,75.0,73.0,83.0,75.0,29.0,27.0,78.0
9992,75.0,49.0,75.0,58.0,73.0,72.0,74.0,75.0,74.0,69.0,75.0,63.0,60.0,75.0,77.0,75.0
9993,77.0,72.0,75.0,64.0,72.0,68.0,71.0,74.0,77.0,66.0,41.0,73.0,71.0,48.0,46.0,71.0
9994,68.0,48.0,53.0,23.0,49.0,55.0,64.0,64.0,78.0,66.0,70.0,48.0,58.0,76.0,64.0,68.0
9995,65.0,37.0,55.0,36.0,39.0,49.0,50.0,62.0,55.0,39.0,54.0,37.0,56.0,55.0,54.0,56.0
9996,82.0,76.0,81.0,69.0,87.0,74.0,87.0,77.0,79.0,82.0,43.0,76.0,82.0,41.0,40.0,82.0
9997,81.0,16.0,24.0,10.0,13.0,22.0,23.0,76.0,23.0,14.0,21.0,14.0,33.0,10.0,10.0,75.0
9998,84.0,39.0,69.0,50.0,52.0,70.0,53.0,76.0,69.0,49.0,81.0,86.0,75.0,76.0,76.0,77.0
9999,74.0,58.0,86.0,68.0,74.0,88.0,80.0,72.0,78.0,78.0,68.0,58.0,80.0,66.0,64.0,74.0
10000,73.0,72.0,59.0,54.0,69.0,46.0,73.0,70.0,69.0,61.0,25.0,69.0,42.0,25.0,25.0,68.0
10001,73.0,58.0,68.0,54.0,62.0,67.0,67.0,64.0,68.0,65.0,59.0,41.0,58.0,65.0,66.0,65.0
10002,67.0,57.0,42.0,55.0,52.0,36.0,59.0,57.0,54.0,46.0,25.0,52.0,42.0,34.0,27.0,57.0
10003,63.0,45.0,59.0,54.0,72.0,63.0,70.0,63.0,72.0,43.0,29.0,49.0,57.0,40.0,40.0,59.0
10004,82.0,76.0,64.0,72.0,68.0,53.0,71.0,76.0,84.0,79.0,48.0,74.0,64.0,44.0,42.0,77.0
10005,66.0,56.0,69.0,61.0,60.0,67.0,69.0,67.0,70.0,61.0,38.0,67.0,74.0,48.0,34.0,66.0
10006,63.0,14.0,21.0,14.0,13.0,15.0,16.0,57.0,11.0,10.0,21.0,15.0,10.0,11.0,12.0,63.0
10007,70.0,74.0,59.0,74.0,64.0,49.0,69.0,72.0,76.0,61.0,28.0,75.0,60.0,31.0,26.0,70.0
10008,78.0,67.0,66.0,54.0,75.0,61.0,74.0,71.0,73.0,77.0,30.0,68.0,66.0,21.0,15.0,74.0
10009,68.0,60.0,52.0,50.0,66.0,42.0,50.0,49.0,55.0,49.0,19.0,40.0,56.0,13.0,15.0,54.0
10010,77.0,67.0,68.0,54.0,75.0,63.0,72.0,71.0,71.0,69.0,27.0,69.0,66.0,29.0,21.0,70.0
10011,74.0,60.0,70.0,48.0,60.0,66.0,60.0,71.0,73.0,65.0,71.0,72.0,70.0,70.0,77.0,71.0
10012,67.0,57.0,59.0,44.0,59.0,57.0,57.0,55.0,60.0,52.0,57.0,53.0,55.0,60.0,56.0,59.0
10013,64.0,65.0,52.0,62.0,61.0,27.0,57.0,68.0,72.0,62.0,33.0,69.0,61.0,29.0,26.0,64.0
10014,83.0,77.0,79.0,79.0,84.0,60.0,83.0,82.0,81.0,70.0,30.0,79.0,80.0,39.0,36.0,83.0
10015,74.0,68.0,63.0,53.0,76.0,46.0,73.0,67.0,81.0,73.0,38.0,68.0,59.0,22.0,22.0,71.0
10016,75.0,59.0,72.0,63.0,67.0,69.0,70.0,66.0,73.0,71.0,68.0,68.0,71.0,63.0,62.0,69.0
10017,57.0,22.0,25.0,25.0,22.0,55.0,21.0,52.0,25.0,22.0,37.0,48.0,41.0,21.0,20.0,52.0
10018,71.0,16.0,71.0,25.0,65.0,70.0,69.0,71.0,61.0,17.0,72.0,59.0,63.0,71.0,70.0,71.0
10019,78.0,58.0,58.0,44.0,69.0,45.0,63.0,55.0,58.0,35.0,21.0,52.0,67.0,26.0,20.0,65.0
10020,82.0,66.0,77.0,67.0,78.0,70.0,79.0,74.0,73.0,71.0,51.0,70.0,74.0,54.0,56.0,75.0
10021,71.0,43.0,72.0,51.0,60.0,66.0,61.0,59.0,53.0,37.0,36.0,56.0,60.0,53.0,55.0,59.0
10022,73.0,25.0,34.0,23.0,25.0,48.0,21.0,72.0,35.0,25.0,21.0,25.0,20.0,25.0,25.0,72.0
10023,70.0,58.0,43.0,66.0,54.0,39.0,52.0,65.0,48.0,49.0,35.0,31.0,53.0,22.0,18.0,57.0
10024,70.0,25.0,32.0,25.0,25.0,21.0,21.0,64.0,23.0,25.0,25.0,25.0,25.0,25.0,25.0,67.0
10025,63.0,38.0,47.0,32.0,28.0,44.0,40.0,62.0,38.0,43.0,53.0,22.0,42.0,66.0,65.0,61.0
10026,68.0,65.0,71.0,66.0,64.0,69.0,67.0,69.0,75.0,71.0,56.0,69.0,69.0,71.0,70.0,68.0
10027,71.0,69.0,60.0,69.0,69.0,59.0,72.0,60.0,70.0,66.0,22.0,72.0,67.0,25.0,25.0,67.0
10028,65.0,22.0,52.0,22.0,31.0,54.0,47.0,54.0,59.0,21.0,60.0,35.0,34.0,67.0,56.0,62.0
10029,62.0,60.0,65.0,55.0,67.0,55.0,65.0,42.0,62.0,66.0,35.0,64.0,61.0,23.0,25.0,62.0
10030,69.0,33.0,71.0,47.0,64.0,63.0,71.0,73.0,65.0,44.0,72.0,39.0,59.0,71.0,72.0,69.0
10031,73.0,20.0,28.0,25.0,25.0,32.0,26.0,70.0,51.0,25.0,23.0,25.0,25.0,25.0,25.0,71.0
10032,71.0,56.0,63.0,49.0,63.0,60.0,65.0,67.0,70.0,70.0,67.0,61.0,64.0,73.0,74.0,71.0
10033,66.0,64.0,57.0,60.0,64.0,44.0,64.0,60.0,64.0,60.0,14.0,55.0,46.0,23.0,20.0,63.0
10034,77.0,70.0,81.0,48.0,69.0,82.0,72.0,75.0,86.0,82.0,66.0,76.0,77.0,63.0,57.0,75.0
10035,90.0,77.0,90.0,81.0,87.0,85.0,91.0,85.0,77.0,80.0,41.0,84.0,91.0,30.0,29.0,88.0
10036,56.0,45.0,48.0,25.0,52.0,43.0,51.0,40.0,44.0,25.0,54.0,25.0,44.0,56.0,53.0,56.0
10037,70.0,28.0,64.0,28.0,62.0,52.0,63.0,65.0,52.0,36.0,64.0,44.0,39.0,68.0,68.0,67.0
10038,67.0,40.0,56.0,34.0,39.0,55.0,51.0,67.0,76.0,46.0,66.0,34.0,58.0,69.0,64.0,67.0
10039,75.0,75.0,58.0,68.0,68.0,50.0,69.0,71.0,69.0,64.0,21.0,76.0,63.0,26.0,24.0,71.0
10040,79.0,57.0,75.0,55.0,77.0,69.0,74.0,74.0,74.0,69.0,71.0,67.0,67.0,83.0,84.0,79.0
10041,83.0,59.0,69.0,64.0,88.0,65.0,85.0,67.0,77.0,75.0,39.0,82.0,74.0,26.0,32.0,74.0
10042,67.0,39.0,69.0,46.0,50.0,71.0,60.0,50.0,61.0,50.0,67.0,50.0,60.0,69.0,71.0,64.0
10043,87.0,23.0,59.0,23.0,45.0,27.0,57.0,80.0,57.0,26.0,77.0,79.0,57.0,79.0,73.0,81.0
10044,80.0,64.0,73.0,66.0,83.0,73.0,81.0,76.0,78.0,72.0,70.0,72.0,55.0,76.0,72.0,73.0
10045,68.0,28.0,48.0,27.0,38.0,36.0,45.0,55.0,44.0,20.0,64.0,23.0,31.0,70.0,72.0,64.0
10046,72.0,64.0,36.0,71.0,70.0,34.0,67.0,68.0,66.0,64.0,44.0,51.0,53.0,21.0,15.0,65.0
10047,71.0,74.0,52.0,41.0,65.0,40.0,67.0,63.0,73.0,55.0,25.0,63.0,51.0,20.0,25.0,67.0
10048,77.0,71.0,78.0,61.0,79.0,52.0,75.0,67.0,64.0,58.0,30.0,69.0,71.0,25.0,27.0,72.0
10049,66.0,66.0,66.0,68.0,67.0,62.0,67.0,64.0,74.0,76.0,43.0,64.0,67.0,34.0,29.0,66.0
10050,69.0,67.0,70.0,67.0,65.0,43.0,66.0,71.0,74.0,60.0,43.0,72.0,70.0,25.0,25.0,69.0
10051,70.0,68.0,65.0,74.0,67.0,42.0,67.0,73.0,75.0,64.0,14.0,67.0,64.0,31.0,35.0,70.0
10052,68.0,37.0,69.0,23.0,23.0,61.0,58.0,66.0,49.0,46.0,60.0,51.0,62.0,69.0,72.0,68.0
10053,70.0,28.0,44.0,41.0,44.0,42.0,55.0,72.0,33.0,28.0,62.0,24.0,35.0,76.0,75.0,70.0
10054,66.0,57.0,74.0,47.0,58.0,50.0,65.0,54.0,68.0,67.0,63.0,55.0,65.0,55.0,64.0,63.0
10055,70.0,41.0,64.0,49.0,68.0,63.0,67.0,64.0,57.0,51.0,58.0,61.0,63.0,63.0,64.0,63.0
10056,79.0,76.0,69.0,74.0,74.0,57.0,74.0,76.0,78.0,62.0,41.0,77.0,68.0,24.0,25.0,75.0
10057,74.0,60.0,76.0,53.0,60.0,76.0,74.0,63.0,75.0,69.0,63.0,62.0,66.0,62.0,59.0,68.0
10058,82.0,62.0,69.0,61.0,66.0,65.0,70.0,66.0,68.0,72.0,24.0,67.0,71.0,47.0,40.0,68.0
10059,74.0,25.0,55.0,25.0,44.0,49.0,56.0,58.0,48.0,37.0,66.0,25.0,22.0,65.0,67.0,65.0
10060,65.0,68.0,71.0,67.0,58.0,59.0,61.0,57.0,72.0,68.0,40.0,69.0,60.0,17.0,11.0,65.0
10061,74.0,24.0,52.0,24.0,39.0,56.0,55.0,61.0,66.0,40.0,79.0,35.0,39.0,80.0,76.0,71.0
10062,81.0,72.0,60.0,50.0,82.0,53.0,78.0,66.0,59.0,59.0,34.0,71.0,59.0,29.0,38.0,71.0
10063,80.0,29.0,55.0,29.0,25.0,64.0,68.0,53.0,56.0,56.0,72.0,68.0,67.0,71.0,53.0,69.0
10064,71.0,65.0,70.0,68.0,72.0,61.0,68.0,69.0,76.0,71.0,61.0,68.0,62.0,54.0,53.0,71.0
10065,76.0,61.0,73.0,48.0,72.0,69.0,71.0,75.0,77.0,72.0,76.0,68.0,71.0,75.0,71.0,74.0
10066,74.0,29.0,65.0,35.0,57.0,68.0,68.0,64.0,65.0,41.0,60.0,47.0,65.0,65.0,64.0,62.0
10067,79.0,73.0,68.0,65.0,82.0,49.0,77.0,62.0,73.0,65.0,45.0,75.0,67.0,30.0,28.0,76.0
10068,81.0,64.0,75.0,49.0,80.0,70.0,75.0,70.0,72.0,70.0,49.0,71.0,65.0,54.0,51.0,73.0
10069,67.0,45.0,66.0,43.0,62.0,64.0,65.0,60.0,61.0,51.0,55.0,54.0,56.0,57.0,54.0,60.0
10070,79.0,63.0,73.0,43.0,65.0,80.0,79.0,82.0,69.0,71.0,71.0,70.0,63.0,49.0,49.0,75.0
10071,87.0,56.0,86.0,59.0,71.0,77.0,76.0,79.0,73.0,72.0,75.0,86.0,82.0,88.0,79.0,80.0
10072,72.0,10.0,26.0,11.0,12.0,35.0,14.0,56.0,10.0,10.0,12.0,11.0,36.0,17.0,16.0,59.0
10073,75.0,45.0,73.0,55.0,50.0,65.0,70.0,68.0,80.0,70.0,52.0,58.0,70.0,66.0,65.0,66.0
10074,74.0,60.0,76.0,64.0,71.0,73.0,73.0,73.0,85.0,75.0,76.0,65.0,71.0,76.0,68.0,74.0
10075,64.0,58.0,64.0,64.0,64.0,58.0,61.0,58.0,63.0,56.0,38.0,57.0,59.0,22.0,21.0,64.0
10076,72.0,25.0,23.0,25.0,25.0,32.0,20.0,66.0,36.0,25.0,20.0,25.0,25.0,25.0,25.0,72.0
10077,75.0,61.0,74.0,56.0,64.0,62.0,76.0,67.0,71.0,66.0,64.0,64.0,71.0,63.0,67.0,68.0
10078,83.0,91.0,75.0,81.0,77.0,41.0,81.0,80.0,84.0,72.0,66.0,79.0,77.0,34.0,30.0,83.0
10079,78.0,64.0,76.0,68.0,76.0,72.0,78.0,74.0,76.0,74.0,72.0,66.0,68.0,72.0,70.0,73.0
10080,71.0,67.0,60.0,62.0,64.0,38.0,66.0,62.0,79.0,63.0,31.0,63.0,49.0,40.0,22.0,68.0
10081,84.0,64.0,77.0,62.0,76.0,70.0,76.0,75.0,72.0,73.0,75.0,74.0,72.0,72.0,68.0,74.0
10082,60.0,21.0,46.0,25.0,39.0,39.0,52.0,53.0,42.0,23.0,56.0,30.0,32.0,64.0,61.0,57.0
10083,80.0,52.0,79.0,74.0,64.0,74.0,76.0,79.0,67.0,80.0,88.0,87.0,76.0,78.0,80.0,77.0
10084,67.0,61.0,67.0,58.0,77.0,63.0,73.0,56.0,67.0,62.0,21.0,61.0,72.0,22.0,25.0,67.0
10085,82.0,55.0,75.0,59.0,67.0,61.0,69.0,76.0,72.0,73.0,80.0,52.0,70.0,84.0,76.0,74.0
10086,72.0,34.0,60.0,37.0,56.0,72.0,55.0,59.0,51.0,41.0,55.0,38.0,47.0,66.0,63.0,63.0
10087,76.0,56.0,55.0,49.0,62.0,54.0,63.0,56.0,64.0,45.0,57.0,63.0,53.0,62.0,61.0,65.0
10088,78.0,76.0,75.0,74.0,74.0,68.0,81.0,75.0,82.0,81.0,41.0,82.0,74.0,36.0,38.0,76.0
